user_session_id,user_id,product_id,click_through_rate,add_to_cart_flag,cart_abandonment_score,purchase_probability,device_type
S11414,U14545,P338,0.4749,1,0.7968,,mobile
S11415,U12570,P459,0.1863,0,0.7679,0.1969,mobile
S11416,U11894,P173,0.2052,0,,0.4617,mobile
S11417,U15473,P475,0.5084,1,0.4265,0.5438,mobile
S11418,U17129,P431,0.0963,0,0.883,0.1098,tablet
S11419,U12705,P268,,1,0.4246,0.8216,desktop
S11420,U10596,P363,,0,0.4554,,mobile
S11421,U12147,P259,0.0686,0,0.433,0.288,mobile
S11422,U10615,P436,0.01,0,0.1114,0.393,tablet
S11423,U10947,P268,0.4534,1,0.2958,0.5541,mobile
S11424,U15677,P528,0.2963,0,0.1454,0.543,mobile
S11425,U14651,P305,0.99,1,,0.5757,desktop
S11426,U14373,P456,0.1871,1,0.2207,0.4477,mobile
S11427,U13764,P108,0.1898,0,0.8321,0.1855,tablet
S11428,U17866,P445,0.6893,1,0.7484,,desktop
S11429,U12013,P403,0.6633,0,0.8326,,desktop
S11430,U13697,P214,0.6565,0,0.1107,0.7508,desktop
S11431,U10490,P251,0.1945,0,0.5455,0.2975,mobile
S11432,U14350,P186,0.6914,0,0.9837,0.3943,desktop
S11433,U12428,P194,0.99,1,0.9292,0.6039,desktop
S11434,U14987,P330,0.99,1,0.2183,0.9106,mobile
S11435,U10541,P527,0.867,1,0.973,0.5142,desktop
S11436,U11287,P285,,1,0.9291,0.4911,desktop
S11437,U11633,P549,0.3444,1,0.7048,0.315,mobile
S11438,U14920,P213,0.2168,0,0.7959,0.2023,mobile
S11439,U12926,P373,0.9848,1,0.8314,0.6287,desktop
S11440,U11352,P563,0.3998,1,,0.413,mobile
S11441,U17282,P128,0.5795,1,,0.4359,desktop
S11442,U17443,P302,0.4741,0,0.2885,0.5836,tablet
S11443,U17655,P101,0.7785,1,,0.4693,mobile
S11444,U14376,P177,0.9239,1,0.3829,0.7872,desktop
S11445,U11298,P423,0.5744,0,0.8749,0.3739,desktop
S11446,U14868,P330,0.2305,1,,0.5418,mobile
S11447,U16986,P197,,0,0.3227,0.388,mobile
S11448,U16862,P216,0.7766,1,0.4194,,mobile
S11449,U13967,P209,0.5663,1,0.2303,0.6617,desktop
S11450,U14423,P266,0.6791,1,0.2258,0.7141,desktop
S11451,U12258,P556,0.5349,1,0.4368,0.5545,mobile
S11452,U16870,P587,0.771,1,0.1292,,desktop
S11453,U15018,P396,0.1179,0,,0.3227,mobile
S11454,U14647,P554,0.2147,0,0.9407,0.153,tablet
S11455,U12073,P470,0.4525,0,0.712,0.374,tablet
S11456,U16170,P436,0.6434,1,0.9229,0.4073,desktop
S11457,U10701,P477,0.6622,1,0.9742,0.3959,desktop
S11458,U17250,P186,0.6245,0,,0.4327,mobile
S11459,U11919,P592,0.5503,0,0.927,0.3376,mobile
S11460,U16825,P558,0.1803,0,,0.1784,mobile
S11461,U12460,P121,0.8103,1,0.5712,0.6406,mobile
S11462,U14262,P309,0.6204,1,0.2869,0.6684,desktop
S11463,U17867,P404,,0,0.6007,0.6982,desktop
S11464,U14264,P511,0.5303,0,0.5351,0.4951,desktop
S11465,U17968,P371,0.963,1,0.0548,0.9655,desktop
S11466,U14324,P589,0.198,0,0.8134,0.1839,mobile
S11467,U16098,P423,,0,,0.1313,tablet
S11468,U17776,P545,0.6415,1,0.1159,0.7543,desktop
S11469,U10366,P519,0.4395,0,,0.6779,desktop
S11470,U10527,P377,0.01,0,0.0981,0.3988,tablet
S11471,U14886,P238,0.7543,0,0.963,0.4537,desktop
S11472,U13718,P440,0.539,1,0.9319,0.3434,desktop
S11473,U13609,P476,,1,0.3066,0.5482,desktop
S11474,U13935,P331,0.8057,1,0.8913,0.4999,desktop
S11475,U14619,P332,0.99,1,0.4252,0.8069,desktop
S11476,U15191,P179,0.8806,1,0.7532,0.6025,desktop
S11477,U15764,P525,0.5902,1,0.0426,0.742,mobile
S11478,U12153,P154,0.4097,1,0.0366,,mobile
S11479,U16875,P556,0.8228,1,0.2983,0.7798,desktop
S11480,U11908,P390,0.7756,1,0.2813,0.7457,desktop
S11481,U13012,P540,0.3559,1,0.3356,0.4809,mobile
S11482,U17856,P133,0.5763,1,0.3184,0.6294,desktop
S11483,U15401,P428,,0,0.6826,0.3942,mobile
S11484,U14228,P432,0.1828,0,0.9099,0.1335,mobile
S11485,U16677,P553,0.6738,0,0.012,0.8033,desktop
S11486,U13022,P487,0.3942,1,0.2746,0.5292,desktop
S11487,U16412,P351,0.0801,0,0.0954,0.4259,tablet
S11488,U13483,P529,0.5496,0,0.6669,0.4493,desktop
S11489,U12720,P575,0.8367,1,0.0472,0.8962,desktop
S11490,U15738,P224,,0,0.1969,0.5776,mobile
S11491,U16934,P110,,0,0.4173,0.411,mobile
S11492,U15984,P581,0.4589,0,0.041,0.6816,desktop
S11493,U11770,P416,0.8593,1,0.6826,0.6351,desktop
S11494,U14113,P221,0.99,1,0.771,,desktop
S11495,U11777,P134,0.5661,1,0.9261,,mobile
S11496,U14212,P168,0.9398,1,0.7248,0.6632,desktop
S11497,U10797,P412,0.2841,0,0.779,0.2483,mobile
S11498,U17961,P586,0.4705,0,0.9811,0.2683,mobile
S11499,U13215,P238,,0,,0.259,tablet
S11500,U13788,P111,0.5707,0,0.6382,0.4882,desktop
S11501,U16694,P224,0.6011,1,0.8227,0.4261,mobile
S11502,U12976,P398,0.1728,0,0.6617,0.2493,mobile
S11503,U13737,P246,,1,0.5027,0.665,desktop
S11504,U11711,P176,0.3901,0,0.2014,0.5728,mobile
S11505,U10752,P167,0.01,0,0.4087,0.2648,tablet
S11506,U12469,P305,0.4881,1,,0.6519,mobile
S11507,U13969,P335,0.99,1,0.6021,0.7306,desktop
S11508,U11392,P158,0.5104,0,0.902,0.3254,tablet
S11509,U16789,P357,0.9514,1,0.7187,0.6725,desktop
S11510,U12605,P353,0.1762,0,0.71,0.2304,tablet
S11511,U16193,P491,0.4544,0,0.8489,,mobile
S11512,U10677,P505,0.5077,1,0.8701,,mobile
S11513,U10105,P342,0.4554,1,0.6705,0.3936,mobile
S11514,U13287,P560,0.99,1,0.0653,0.9765,desktop
S11515,U14753,P376,0.944,1,0.1928,0.8807,desktop
S11516,U11946,P568,0.9762,1,0.6826,0.6879,desktop
S11517,U15544,P319,0.3871,0,,,mobile
S11518,U11095,P324,0.3687,0,0.7059,0.3429,desktop
S11519,U15083,P512,,0,0.6679,0.2796,desktop
S11520,U16985,P200,0.6547,0,0.7111,0.4907,desktop
S11521,U15904,P441,0.99,1,0.3497,,desktop
S11522,U11782,P221,0.5155,1,0.9596,0.3035,mobile
S11523,U14541,P317,0.3793,0,0.739,0.3204,mobile
S11524,U16044,P174,0.9081,1,0.6313,0.6853,desktop
S11525,U13257,P430,0.2133,1,0.0238,0.5334,tablet
S11526,U16213,P336,0.7567,1,,0.612,mobile
S11527,U11997,P581,0.2876,0,,0.2434,mobile
S11528,U16293,P438,0.6157,0,0.5461,0.5538,desktop
S11529,U17413,P339,0.4708,0,,0.4114,mobile
S11530,U14869,P264,0.4803,0,0.1113,0.6635,mobile
S11531,U11561,P433,0.4054,0,,0.3227,mobile
S11532,U14006,P256,0.4461,0,0.0329,0.6633,mobile
S11533,U11675,P310,0.99,1,0.6566,0.7071,desktop
S11534,U11122,P520,0.409,0,0.4402,,mobile
S11535,U13981,P376,0.7293,1,0.0377,0.8385,desktop
S11536,U11301,P315,,0,0.6558,0.1438,tablet
S11537,U15682,P317,0.1611,1,0.4371,0.3394,mobile
S11538,U15782,P332,0.2462,0,0.8032,0.2304,mobile
S11539,U10943,P475,0.99,1,0.5123,0.7693,desktop
S11540,U14550,P111,0.7846,0,0.8149,,desktop
S11541,U15223,P531,0.3037,0,0.6394,0.3342,mobile
S11542,U10945,P182,0.9858,1,0.3534,0.8355,desktop
S11543,U10600,P530,0.3423,0,0.017,0.6248,mobile
S11544,U12700,P212,0.99,1,0.8132,0.6395,desktop
S11545,U14820,P577,0.9138,1,0.3414,0.7992,desktop
S11546,U16376,P370,0.1682,0,0.1824,0.4389,mobile
S11547,U11417,P294,,1,0.3065,0.4504,tablet
S11548,U11524,P468,0.4392,1,0.5845,0.4214,mobile
S11549,U13766,P240,0.7602,0,0.4927,0.66,desktop
S11550,U10250,P542,0.4288,0,,0.4684,mobile
S11551,U11544,P556,,0,0.3957,0.4832,mobile
S11552,U10078,P223,0.1173,0,0.9305,0.087,mobile
S11553,U13123,P240,0.3477,0,0.4985,0.4203,mobile
S11554,U10897,P307,0.7257,1,0.6933,0.5536,desktop
S11555,U17064,P214,0.4805,1,0.6398,0.4213,desktop
S11556,U14876,P305,0.0336,0,0.1835,0.3611,tablet
S11557,U10225,P555,0.7837,1,0.0646,0.8582,desktop
S11558,U15170,P502,0.9542,1,0.8167,0.6318,mobile
S11559,U11209,P540,0.0913,1,0.3071,0.3554,mobile
S11560,U15153,P387,0.3449,0,0.7935,0.277,mobile
S11561,U14898,P454,0.6804,1,0.6747,0.5213,desktop
S11562,U14837,P442,0.2116,0,0.4779,0.3365,mobile
S11563,U12178,P248,,1,0.1112,0.7967,mobile
S11564,U17166,P309,,1,0.516,0.7677,desktop
S11565,U12679,P211,0.6525,0,0.488,0.5857,desktop
S11566,U17610,P241,0.6045,1,0.2204,0.6736,mobile
S11567,U12885,P563,0.5299,1,0.7103,0.4337,mobile
S11568,U12806,P123,0.8713,1,0.2336,0.8356,desktop
S11569,U17599,P148,0.0781,1,0.5539,0.2269,tablet
S11570,U10703,P599,,0,,0.537,mobile
S11571,U12544,P387,0.2985,0,0.99,0.1656,tablet
S11572,U15522,P430,0.4966,1,0.9043,0.3309,mobile
S11573,U12370,P464,,0,0.5974,0.1834,tablet
S11574,U13281,P110,0.9455,1,0.7549,,desktop
S11575,U14710,P287,0.443,0,0.7328,0.3596,tablet
S11576,U10328,P167,0.8349,0,0.2789,0.7952,desktop
S11577,U15491,P544,0.2895,0,0.9449,0.1943,mobile
S11578,U15579,P189,0.585,1,0.5426,0.5377,mobile
S11579,U14228,P209,0.99,0,0.4325,0.8038,desktop
S11580,U14930,P488,0.2959,1,0.8674,0.2313,mobile
S11581,U16794,P263,0.4975,1,0.8963,0.3348,mobile
S11582,U10120,P580,0.5766,0,0.972,,mobile
S11583,U16749,P547,0.1767,0,0.3717,0.3766,mobile
S11584,U15571,P305,,1,0.7529,0.6654,desktop
S11585,U10964,P131,0.0494,0,0.436,0.2613,tablet
S11586,U14224,P426,0.1617,0,0.3627,0.3575,tablet
S11587,U17258,P173,0.0927,0,0.5143,0.2524,tablet
S11588,U13675,P350,,1,0.4509,0.7239,desktop
S11589,U15694,P549,0.2322,0,0.337,0.4235,tablet
S11590,U12076,P493,0.8603,1,0.5089,0.7106,desktop
S11591,U16865,P454,0.04,0,0.9321,0.0563,tablet
S11592,U15643,P120,0.2682,0,0.8935,0.2041,mobile
S11593,U10332,P395,,0,0.2568,,tablet
S11594,U13368,P397,0.2777,1,0.1,0.5375,mobile
S11595,U15249,P427,0.6347,1,0.5898,0.5316,desktop
S11596,U11316,P401,0.4907,0,0.9525,0.2923,desktop
S11597,U11196,P437,0.95,1,0.137,,desktop
S11598,U17887,P172,0.7561,0,0.8568,0.5006,desktop
S11599,U17087,P473,0.8348,1,0.0779,0.8818,desktop
S11600,U17191,P140,0.9359,1,0.2667,,desktop
S11601,U13170,P193,0.7888,1,0.1572,0.8068,desktop
S11602,U11429,P231,0.2223,1,0.9832,0.1247,mobile
S11603,U10355,P198,0.7144,1,0.7651,0.5018,desktop
S11604,U14234,P497,,1,0.549,0.4606,desktop
S11605,U11526,P497,,1,0.6071,0.7428,desktop
S11606,U13897,P152,0.3888,0,0.4045,0.4845,mobile
S11607,U15293,P595,0.2557,1,0.0809,0.5331,mobile
S11608,U10028,P328,0.99,1,0.2831,0.8826,desktop
S11609,U15026,P227,0.0559,0,0.2257,0.3701,mobile
S11610,U16639,P311,0.6694,1,0.9574,0.4073,mobile
S11611,U11013,P384,0.2711,0,0.4009,,mobile
S11612,U12702,P378,0.6145,0,0.8208,0.4203,mobile
S11613,U10827,P594,0.4012,0,0.8229,0.3111,mobile
S11614,U14446,P440,0.3787,1,0.3102,0.5049,desktop
S11615,U16697,P258,0.1814,1,0.567,0.295,mobile
S11616,U12024,P451,0.0748,0,,,tablet
S11617,U10298,P332,0.8128,1,0.1233,,desktop
S11618,U15839,P170,0.754,0,0.3303,0.7121,desktop
S11619,U11865,P304,0.8587,1,0.0334,0.9148,desktop
S11620,U14016,P288,0.01,0,0.8116,,mobile
S11621,U15311,P250,0.4636,1,0.94,0.2965,mobile
S11622,U15791,P107,0.5234,0,0.7228,0.4246,desktop
S11623,U12111,P431,0.3088,0,0.8139,0.2474,tablet
S11624,U10754,P199,0.4815,1,0.4392,0.5228,desktop
S11625,U10769,P115,0.7314,1,0.3576,0.7017,mobile
S11626,U13735,P253,,1,0.9134,0.429,desktop
S11627,U11238,P256,0.2593,1,0.1686,0.4973,mobile
S11628,U14929,P192,0.99,1,,0.8148,desktop
S11629,U12213,P361,0.4995,0,0.0891,,mobile
S11630,U17710,P136,0.3125,0,0.7847,0.2766,tablet
S11631,U11906,P260,0.4015,0,,0.5103,mobile
S11632,U17399,P450,0.4587,0,0.6324,,mobile
S11633,U17961,P273,0.5402,0,0.8044,0.399,mobile
S11634,U11564,P416,0.3584,1,0.2401,0.5235,mobile
S11635,U11218,P524,,1,0.9534,0.4364,mobile
S11636,U14601,P117,0.1648,0,0.661,,mobile
S11637,U11357,P585,0.7689,1,0.6942,0.5637,desktop
S11638,U13839,P466,0.99,1,0.9207,0.6076,desktop
S11639,U16936,P450,0.4499,0,0.6628,0.3938,desktop
S11640,U17471,P115,,1,,0.4233,mobile
S11641,U16976,P459,0.01,0,0.4631,0.2413,mobile
S11642,U11460,P534,0.3208,0,0.7449,0.2841,mobile
S11643,U17490,P520,0.7871,1,0.01,0.8837,desktop
S11644,U17669,P369,0.01,0,0.8155,,tablet
S11645,U17001,P458,0.3924,1,0.4775,0.455,mobile
S11646,U13985,P167,,0,0.4647,0.5625,desktop
S11647,U11416,P129,0.1838,0,0.3784,0.3634,tablet
S11648,U12853,P415,0.4789,1,0.4458,,mobile
S11649,U17766,P408,0.51,0,0.5019,,mobile
S11650,U15268,P324,0.7794,0,0.4904,0.6577,desktop
S11651,U14856,P263,0.6232,0,0.523,0.5538,desktop
S11652,U14928,P513,0.1548,0,0.1031,0.4655,mobile
S11653,U11428,P419,0.4429,0,,0.6091,mobile
S11654,U14378,P113,0.0957,0,0.1808,0.398,mobile
S11655,U17529,P378,0.99,1,0.5503,0.7673,desktop
S11656,U14474,P531,0.4251,0,0.8007,,mobile
S11657,U14293,P255,0.0987,0,0.4692,0.2753,mobile
S11658,U13062,P221,0.6948,1,0.731,0.5196,desktop
S11659,U13071,P362,0.4932,1,0.2104,0.6282,mobile
S11660,U10555,P269,,1,0.0286,0.978,desktop
S11661,U10355,P109,0.1476,0,,0.1212,tablet
S11662,U11563,P551,0.1667,0,0.6008,0.272,mobile
S11663,U13500,P271,0.6391,0,0.1912,0.7061,mobile
S11664,U11040,P457,0.3722,0,0.7123,0.3278,mobile
S11665,U12686,P112,0.6625,0,0.86,0.431,mobile
S11666,U14474,P312,0.4917,0,0.2743,0.5854,mobile
S11667,U14775,P260,0.8768,1,0.3893,0.7573,desktop
S11668,U12553,P331,0.0942,0,0.0852,0.4383,tablet
S11669,U11779,P575,0.8848,1,0.7208,0.6189,desktop
S11670,U14994,P570,0.99,1,,0.6941,desktop
S11671,U10075,P259,0.6862,1,0.547,0.594,desktop
S11672,U14326,P226,0.5982,0,0.3855,0.5987,mobile
S11673,U15835,P147,0.3877,0,0.6874,0.3618,mobile
S11674,U15057,P360,0.8688,0,0.9881,0.4944,desktop
S11675,U13319,P160,0.6475,1,0.4058,0.6183,mobile
S11676,U12349,P221,0.6884,0,0.6894,0.5339,desktop
S11677,U12773,P189,0.99,1,0.8097,0.6555,desktop
S11678,U12262,P458,0.5258,0,0.933,0.3353,mobile
S11679,U13229,P354,,1,0.5617,0.7083,desktop
S11680,U12116,P189,0.99,1,,,desktop
S11681,U10392,P102,0.4965,0,0.2326,0.6205,mobile
S11682,U11108,P379,0.9468,1,0.0977,0.9377,desktop
S11683,U14362,P216,0.6989,1,,0.4335,mobile
S11684,U15188,P197,0.4887,0,0.7534,0.3914,mobile
S11685,U10610,P261,0.0583,0,0.8749,0.0914,desktop
S11686,U15466,P439,0.6908,1,0.1366,0.7737,desktop
S11687,U15104,P474,0.588,0,0.443,0.5824,mobile
S11688,U15057,P577,0.3131,1,0.6858,0.3052,mobile
S11689,U12775,P397,0.1917,0,0.9708,0.1124,mobile
S11690,U13998,P503,0.2319,0,0.3591,0.4138,mobile
S11691,U10672,P396,0.2313,0,0.8644,0.1955,tablet
S11692,U16566,P181,0.5706,0,0.9409,0.3432,desktop
S11693,U13677,P457,0.8705,1,0.4116,0.7584,desktop
S11694,U17341,P247,0.7424,1,0.8095,,desktop
S11695,U15796,P105,0.99,1,0.0992,,desktop
S11696,U16258,P477,0.9342,1,0.7039,0.6546,desktop
S11697,U16363,P284,0.4481,0,0.4662,0.4775,mobile
S11698,U10030,P525,0.6864,0,0.0617,0.7891,desktop
S11699,U17690,P351,0.7866,1,0.7831,0.5499,desktop
S11700,U15462,P124,0.2091,0,,0.2796,mobile
S11701,U11400,P140,0.6923,0,,0.624,desktop
S11702,U15249,P268,,0,0.2507,0.5166,tablet
S11703,U14071,P102,,0,0.5855,0.5192,desktop
S11704,U10616,P463,0.1045,0,0.1819,0.4026,mobile
S11705,U14634,P270,0.7441,0,,0.8016,desktop
S11706,U12786,P529,,0,0.5792,0.6235,desktop
S11707,U17169,P156,0.299,0,0.2037,0.505,mobile
S11708,U10870,P182,0.3297,1,0.7869,0.2855,mobile
S11709,U14196,P429,0.6799,0,0.0929,0.7719,desktop
S11710,U13604,P278,0.99,1,0.1815,0.9264,desktop
S11711,U17225,P232,0.99,1,0.7468,0.6825,desktop
S11712,U11412,P185,0.4734,0,0.853,0.3253,desktop
S11713,U12739,P556,0.5269,1,0.2742,0.6201,mobile
S11714,U10940,P452,0.01,0,0.1141,0.3918,mobile
S11715,U10340,P370,,1,0.3081,0.6671,mobile
S11716,U12908,P443,0.8331,0,0.1312,0.8435,desktop
S11717,U15139,P193,0.3436,0,0.1385,0.5588,mobile
S11718,U17422,P481,0.1191,0,0.6884,0.2069,mobile
S11719,U17484,P455,0.5263,0,0.7054,0.4337,mobile
S11720,U14133,P349,0.0846,0,0.8928,0.0845,mobile
S11721,U10659,P394,0.6863,0,0.7223,0.5041,mobile
S11722,U12033,P297,0.8579,1,0.1765,0.8382,desktop
S11723,U11560,P178,0.4894,0,0.7608,0.3886,mobile
S11724,U13457,P265,0.3088,1,0.595,0.3419,mobile
S11725,U11656,P138,0.9733,0,0.5959,0.7381,desktop
S11726,U12975,P407,0.0178,0,0.4522,0.2505,mobile
S11727,U11049,P313,0.7743,0,0.1425,0.8191,desktop
S11728,U10453,P230,0.0895,0,0.8979,0.0851,mobile
S11729,U11704,P256,0.501,0,0.0146,,mobile
S11730,U15442,P576,0.6181,1,0.4402,0.6009,desktop
S11731,U12784,P481,0.4232,0,0.2221,0.5685,mobile
S11732,U17680,P258,0.2959,0,0.2066,0.502,mobile
S11733,U10818,P592,,1,0.5405,,mobile
S11734,U14868,P421,0.466,1,0.1184,0.6379,mobile
S11735,U10012,P326,0.6918,1,0.054,0.8099,desktop
S11736,U17058,P144,0.4276,0,0.5841,0.4149,mobile
S11737,U13979,P300,0.1985,0,0.6131,0.285,mobile
S11738,U17727,P121,0.8631,0,0.1077,0.8709,mobile
S11739,U10920,P438,0.8844,1,0.1686,0.8713,desktop
S11740,U14920,P341,0.7884,1,0.1364,0.8156,desktop
S11741,U12418,P328,0.01,0,0.8597,0.0702,mobile
S11742,U11314,P493,0.5141,1,0.8447,,mobile
S11743,U16475,P337,0.0328,1,0.3018,0.324,mobile
S11744,U13677,P248,,0,,0.6115,desktop
S11745,U16404,P372,0.3079,0,0.7227,0.2863,mobile
S11746,U12017,P166,0.99,1,0.9553,0.5926,desktop
S11747,U17957,P106,0.4565,1,0.1068,0.6375,mobile
S11748,U11228,P332,0.5762,1,0.7675,,desktop
S11749,U14792,P456,0.1563,0,0.1953,0.4266,mobile
S11750,U16830,P391,0.4721,0,0.9659,0.2902,mobile
S11751,U15045,P355,0.5875,0,0.6922,0.4602,mobile
S11752,U12434,P166,0.3816,1,0.6862,0.3444,mobile
S11753,U12868,P349,0.3511,0,0.2271,0.5249,mobile
S11754,U12515,P176,0.1062,0,0.4301,0.3109,tablet
S11755,U11438,P588,0.3474,1,0.0785,0.5869,tablet
S11756,U14164,P513,0.5003,1,0.0154,0.7021,mobile
S11757,U13543,P186,0.4006,0,0.2631,0.5522,mobile
S11758,U13175,P351,0.259,1,0.88,0.1903,mobile
S11759,U11781,P554,0.9707,1,0.3889,0.8115,desktop
S11760,U17328,P321,0.934,1,0.3851,0.792,desktop
S11761,U16343,P512,0.99,1,0.1226,,desktop
S11762,U12263,P171,,1,0.1905,0.9193,desktop
S11763,U11969,P301,0.487,0,0.7204,0.3903,mobile
S11764,U10211,P516,0.4455,1,0.4707,0.4741,mobile
S11765,U10507,P158,0.2498,0,0.0798,0.5302,mobile
S11766,U16159,P375,0.8788,1,0.492,0.7141,desktop
S11767,U15617,P320,0.6998,1,0.895,0.4373,desktop
S11768,U17027,P256,0.4852,0,0.4193,0.5335,desktop
S11769,U10331,P280,0.4812,0,0.1682,0.6395,tablet
S11770,U16860,P312,,0,0.2193,0.6934,desktop
S11771,U10550,P228,0.2379,0,0.6755,0.2807,mobile
S11772,U15720,P342,0.431,0,0.4369,0.4804,mobile
S11773,U10941,P517,,0,0.5359,0.4425,mobile
S11774,U16399,P271,0.4379,0,0.7672,,mobile
S11775,U17135,P579,0.7184,1,0.6178,0.5676,desktop
S11776,U17933,P464,0.5023,0,0.496,0.5103,mobile
S11777,U10727,P369,0.3287,0,0.8557,0.2552,tablet
S11778,U14975,P520,0.01,0,0.9259,0.0273,tablet
S11779,U12862,P262,,0,0.5628,0.2698,mobile
S11780,U13243,P542,,0,0.8762,0.0487,mobile
S11781,U10648,P123,0.7145,1,0.1062,0.7861,desktop
S11782,U15095,P596,0.4177,0,0.2868,0.5375,mobile
S11783,U15617,P292,,1,0.5683,0.6763,desktop
S11784,U16614,P465,0.6873,0,0.8175,0.4779,desktop
S11785,U17551,P489,,1,,0.7873,mobile
S11786,U12737,P596,,1,0.8635,0.3868,mobile
S11787,U15708,P551,0.8375,1,0.2137,0.8104,desktop
S11788,U12747,P393,,1,0.8981,0.4726,desktop
S11789,U16650,P228,,1,0.4261,0.578,desktop
S11790,U17135,P140,0.2378,0,0.3063,0.4256,mobile
S11791,U11009,P130,0.6387,1,0.6776,,desktop
S11792,U11550,P135,0.8503,1,,0.5883,desktop
S11793,U10803,P556,0.4639,1,0.1612,0.6326,mobile
S11794,U14080,P460,0.4868,1,0.6586,0.4168,desktop
S11795,U16974,P352,0.4884,1,0.6608,0.4168,mobile
S11796,U17492,P537,0.467,0,0.1168,0.6535,mobile
S11797,U14309,P464,0.8764,1,0.1609,0.8556,desktop
S11798,U17375,P314,0.0882,0,0.1239,0.4182,tablet
S11799,U14264,P386,0.3011,0,0.2692,0.4923,mobile
S11800,U13401,P355,0.6776,1,,0.4675,mobile
S11801,U17447,P512,0.171,0,0.7688,0.1877,mobile
S11802,U15073,P468,,0,0.3911,0.4892,desktop
S11803,U15424,P568,,0,0.7724,0.2228,mobile
S11804,U14241,P486,0.99,1,0.0741,0.9584,desktop
S11805,U15894,P285,0.429,1,0.9094,0.2898,mobile
S11806,U14611,P573,0.2162,0,,0.3628,mobile
S11807,U13161,P160,0.5179,0,0.9397,0.3279,mobile
S11808,U14548,P361,0.8313,0,0.1104,0.8514,desktop
S11809,U14155,P375,0.4203,1,0.5994,0.4185,mobile
S11810,U17478,P210,0.1784,0,0.8185,0.1705,mobile
S11811,U10527,P416,0.9389,1,,0.5806,desktop
S11812,U13298,P529,0.2462,0,0.2528,0.4535,mobile
S11813,U11023,P240,0.6621,1,0.1358,0.7432,mobile
S11814,U16617,P332,0.5223,1,0.7117,0.4143,desktop
S11815,U15660,P122,0.8603,1,0.1409,0.8549,desktop
S11816,U13734,P178,0.1566,0,0.2446,0.4199,mobile
S11817,U16900,P593,0.1224,0,0.9864,0.0658,mobile
S11818,U16925,P130,0.4898,1,,0.4565,mobile
S11819,U15198,P103,0.01,0,0.8866,0.0443,tablet
S11820,U10432,P558,0.7135,1,0.6515,0.5647,desktop
S11821,U17968,P217,0.5836,1,0.5618,0.5286,desktop
S11822,U11176,P165,,1,0.6103,0.7414,desktop
S11823,U17956,P499,0.01,0,0.961,0.0265,tablet
S11824,U10400,P470,0.2577,0,,,tablet
S11825,U17446,P386,0.2579,1,0.9558,0.1714,mobile
S11826,U12104,P275,0.0749,0,0.2408,0.3745,mobile
S11827,U13050,P222,0.3894,0,0.0715,0.6141,mobile
S11828,U12233,P330,0.5677,1,0.6944,0.4623,mobile
S11829,U12445,P142,0.7606,1,0.4847,0.6637,desktop
S11830,U14700,P591,0.3403,1,0.8909,0.2467,mobile
S11831,U12835,P103,,0,0.5404,0.2819,tablet
S11832,U16301,P289,0.9393,1,0.4058,0.8005,desktop
S11833,U15906,P403,0.8372,1,0.3196,0.7646,desktop
S11834,U17860,P511,0.2228,0,,0.4951,mobile
S11835,U17526,P349,0.2544,1,0.2326,0.4669,mobile
S11836,U15559,P243,0.9102,1,,0.7527,desktop
S11837,U16732,P586,,0,,0.6739,desktop
S11838,U12513,P444,0.3443,0,,0.2269,mobile
S11839,U17830,P481,0.9779,1,0.9049,0.6074,desktop
S11840,U16589,P432,0.8323,1,,0.6614,desktop
S11841,U11773,P552,0.7763,0,0.1782,0.7906,desktop
S11842,U16944,P257,,0,0.3268,,mobile
S11843,U17910,P164,0.0854,1,,0.1492,mobile
S11844,U17655,P424,0.4793,1,0.6739,,mobile
S11845,U15649,P369,0.4129,0,0.744,0.3519,mobile
S11846,U11096,P174,0.5345,0,0.2745,0.61,desktop
S11847,U10928,P517,0.5982,0,0.017,,mobile
S11848,U11951,P539,0.1565,0,0.0237,0.5151,mobile
S11849,U17868,P128,0.6503,1,0.669,0.5064,desktop
S11850,U11973,P565,0.6934,0,0.5493,0.5972,desktop
S11851,U16160,P434,0.99,1,0.4122,0.8269,desktop
S11852,U11554,P337,0.4928,1,0.7645,,mobile
S11853,U12778,P252,0.4376,1,0.8852,0.2908,mobile
S11854,U14421,P193,0.6654,1,0.8715,0.4421,desktop
S11855,U10994,P336,0.6546,1,0.744,0.4765,desktop
S11856,U17799,P421,0.01,0,0.9885,0.0147,tablet
S11857,U10612,P214,0.99,1,0.0241,0.9799,desktop
S11858,U12593,P395,0.1995,0,0.2433,0.4451,mobile
S11859,U10595,P318,0.1612,0,0.7857,0.1747,mobile
S11860,U15016,P345,0.7304,1,0.3389,0.6948,desktop
S11861,U17875,P596,0.7577,1,0.8838,,mobile
S11862,U10841,P498,0.4253,0,0.6895,0.3681,mobile
S11863,U15321,P131,0.7163,1,0.0326,0.8332,desktop
S11864,U14439,P119,0.6024,1,0.4658,0.5809,desktop
S11865,U15972,P152,0.9681,1,,0.9244,desktop
S11866,U17690,P305,0.652,0,0.8835,0.4292,mobile
S11867,U10858,P318,0.1791,0,0.2055,0.4353,mobile
S11868,U15519,P294,,0,0.1294,0.544,mobile
S11869,U17385,P404,0.6534,1,0.7042,0.493,desktop
S11870,U10444,P294,0.2767,0,0.3074,0.4475,mobile
S11871,U11788,P560,0.4085,0,,0.3839,mobile
S11872,U14317,P444,0.6285,1,0.7458,0.4751,desktop
