Age,Income,Education_Level,Work_Experience,Purchase_Decision
58.0,75125.8,Bachelor,30.0,1
61.0,64642.37,Master,9.0,1
43.0,71015.24,Bachelor,18.0,1
64.0,69211.71,Bachelor,18.0,1
51.0,72427.93,Bachelor,22.0,1
40.0,65340.72,Bachelor,11.0,1
48.0,76089.43,Master,8.0,1
37.0,89122.21,PhD,19.0,1
29.0,45691.13,Bachelor,3.0,0
40.0,61888.97,Master,0.0,1
21.0,43765.61,High School,,0
40.0,63246.27,Master,0.0,1
65.0,63947.58,Bachelor,12.0,0
65.0,25384.23,High School,2.0,0
18.0,36929.88,Bachelor,0.0,0
42.0,58868.57,Bachelor,11.0,1
19.0,25482.13,High School,0.0,0
47.0,88507.31,Master,22.0,1
20.0,,High School,0.0,0
38.0,64956.04,Master,8.0,1
42.0,52856.93,Bachelor,3.0,0
37.0,,Bachelor,1.0,0
39.0,64616.92,Bachelor,21.0,1
38.0,52001.78,Bachelor,8.0,1
50.0,83867.54,Bachelor,30.0,1
55.0,58402.85,Bachelor,13.0,1
32.0,61205.33,Bachelor,12.0,1
63.0,,Bachelor,34.0,1
32.0,85232.3,PhD,,1
63.0,36878.47,High School,8.0,0
42.0,56984.56,Bachelor,14.0,1
38.0,53188.66,High School,9.0,0
41.0,77569.71,Master,16.0,1
22.0,66471.32,Master,4.0,1
23.0,25135.1,High School,0.0,0
60.0,43410.21,High School,10.0,1
65.0,,High School,36.0,1
61.0,48736.75,Bachelor,8.0,0
64.0,57311.77,Bachelor,6.0,0
40.0,79831.81,PhD,6.0,1
21.0,51308.31,Bachelor,1.0,0
44.0,46141.93,,18.0,0
35.0,75793.79,,17.0,1
38.0,55191.05,Bachelor,9.0,1
45.0,67634.19,Bachelor,24.0,1
52.0,34426.86,,4.0,0
39.0,63760.72,Bachelor,15.0,1
57.0,92978.41,Master,28.0,1
40.0,70314.04,Bachelor,22.0,1
20.0,40563.6,Bachelor,2.0,0
57.0,,Bachelor,24.0,1
27.0,62803.71,Master,4.0,1
42.0,38260.67,High School,,0
25.0,42202.0,Bachelor,5.0,0
28.0,73933.05,PhD,3.0,1
22.0,23765.52,High School,0.0,0
62.0,,Bachelor,16.0,0
54.0,66989.11,Bachelor,20.0,1
62.0,63714.78,Bachelor,15.0,0
55.0,79966.52,Bachelor,25.0,1
46.0,63810.3,Bachelor,8.0,1
22.0,49968.64,Bachelor,1.0,0
26.0,,High School,2.0,0
65.0,66094.44,Bachelor,23.0,0
19.0,39288.13,High School,1.0,0
18.0,22882.03,High School,0.0,0
57.0,124633.27,,37.0,1
47.0,71200.81,Bachelor,13.0,1
28.0,81009.61,PhD,4.0,1
45.0,28386.49,,4.0,0
61.0,46660.17,Bachelor,5.0,0
29.0,31044.36,High School,1.0,1
56.0,79568.77,Master,21.0,1
43.0,79508.04,Master,17.0,1
30.0,33479.1,High School,2.0,0
25.0,63067.1,Master,1.0,1
45.0,44793.62,High School,16.0,0
47.0,75744.0,Bachelor,27.0,1
26.0,,PhD,0.0,1
56.0,61430.93,Master,8.0,1
48.0,84825.92,PhD,12.0,1
38.0,,Bachelor,3.0,0
64.0,74185.67,High School,36.0,1
51.0,76660.79,High School,29.0,1
48.0,81347.75,Bachelor,30.0,1
42.0,79164.18,Master,22.0,1
29.0,25285.85,High School,1.0,0
18.0,50827.28,Bachelor,0.0,0
,73068.35,Bachelor,9.0,1
57.0,67199.13,,,0
54.0,82273.82,Bachelor,35.0,1
64.0,93078.56,Bachelor,25.0,1
18.0,73724.65,Master,0.0,0
18.0,32637.53,High School,0.0,0
59.0,85358.15,Master,25.0,1
59.0,37662.45,High School,12.0,0
38.0,44230.41,High School,16.0,0
32.0,49596.35,,7.0,0
34.0,60031.05,Master,3.0,1
39.0,24204.58,High School,2.0,0
55.0,,Bachelor,10.0,0
52.0,57148.05,Bachelor,11.0,1
62.0,34800.35,High School,8.0,0
33.0,,Master,14.0,1
25.0,58310.93,Master,4.0,1
64.0,70214.32,High School,36.0,0
34.0,41977.09,Bachelor,4.0,0
34.0,81699.09,,10.0,1
43.0,46916.28,Bachelor,8.0,1
30.0,50750.49,Bachelor,2.0,0
34.0,61371.18,High School,12.0,0
55.0,50776.25,Bachelor,11.0,0
34.0,32734.91,High School,8.0,0
65.0,106306.33,Master,41.0,1
31.0,53887.47,Bachelor,11.0,1
62.0,50568.02,High School,12.0,0
23.0,60328.36,,3.0,0
52.0,,High School,12.0,0
63.0,80154.91,Bachelor,26.0,1
31.0,52017.25,Bachelor,9.0,0
64.0,57312.87,High School,28.0,0
25.0,59086.32,Master,4.0,1
32.0,58484.77,Master,5.0,1
44.0,30523.5,High School,8.0,0
30.0,46129.46,,7.0,0
48.0,,,,1
52.0,77698.78,Master,18.0,1
23.0,42975.86,,5.0,0
22.0,43666.92,Bachelor,4.0,0
39.0,54848.4,Bachelor,6.0,1
40.0,63709.24,Bachelor,14.0,1
42.0,68747.7,Bachelor,21.0,1
51.0,60192.03,,31.0,1
43.0,87660.2,Master,18.0,1
64.0,96143.63,Bachelor,45.0,1
22.0,74057.63,PhD,4.0,1
43.0,51902.73,High School,24.0,0
37.0,71303.26,Bachelor,19.0,1
23.0,51457.3,Master,1.0,0
23.0,45014.56,Bachelor,0.0,0
,57847.14,,2.0,1
21.0,68754.41,Master,1.0,0
34.0,72990.95,Bachelor,4.0,0
31.0,54887.75,Bachelor,13.0,1
31.0,50624.52,High School,12.0,0
30.0,46576.42,Bachelor,1.0,0
24.0,29572.01,High School,0.0,0
61.0,46619.94,Bachelor,8.0,0
32.0,42483.74,Bachelor,2.0,0
36.0,60366.0,Bachelor,8.0,1
60.0,71473.24,High School,27.0,1
64.0,106362.44,PhD,15.0,1
61.0,55105.39,High School,25.0,0
52.0,60450.95,,24.0,1
34.0,27698.76,,,0
52.0,78797.17,PhD,4.0,1
36.0,83725.71,,6.0,1
37.0,,,0.0,0
53.0,87412.69,Master,21.0,1
52.0,30444.79,High School,3.0,0
49.0,102717.22,PhD,25.0,1
65.0,54452.18,High School,27.0,0
61.0,40462.26,High School,13.0,0
57.0,63338.08,High School,32.0,1
41.0,73748.85,Bachelor,3.0,1
34.0,64827.06,Master,9.0,1
24.0,45001.48,Bachelor,2.0,0
60.0,114702.25,PhD,38.0,1
18.0,,Bachelor,0.0,0
52.0,66071.48,High School,31.0,1
49.0,41991.04,Bachelor,3.0,0
53.0,50024.14,Bachelor,0.0,0
30.0,64351.98,Master,9.0,1
23.0,36765.63,Bachelor,0.0,0
31.0,43313.71,,0.0,0
54.0,78902.64,High School,26.0,1
65.0,85427.34,Bachelor,41.0,1
,72156.17,PhD,,1
64.0,41395.82,High School,6.0,0
21.0,57612.09,Master,3.0,0
57.0,,Bachelor,24.0,1
33.0,45242.41,High School,7.0,0
45.0,79735.87,PhD,,1
33.0,53412.18,Bachelor,8.0,1
,47535.28,Bachelor,3.0,0
62.0,41994.06,High School,11.0,0
43.0,59991.09,High School,25.0,1
45.0,81751.84,Master,10.0,1
49.0,42679.27,Bachelor,4.0,0
62.0,104097.47,,43.0,1
19.0,,High School,0.0,0
,,High School,20.0,0
20.0,42673.03,High School,0.0,0
25.0,50559.42,Bachelor,5.0,0
41.0,89498.24,PhD,0.0,1
32.0,49530.78,Bachelor,1.0,0
60.0,44950.46,Bachelor,3.0,0
,61725.68,Master,3.0,1
26.0,74413.77,Master,7.0,1
56.0,50663.92,High School,24.0,0
62.0,99094.75,Master,27.0,1
19.0,43906.88,Bachelor,1.0,0
25.0,32806.1,High School,5.0,0
24.0,55856.41,High School,3.0,0
61.0,96883.18,Bachelor,35.0,1
56.0,42480.66,Bachelor,3.0,0
59.0,44583.43,High School,12.0,0
33.0,29391.73,High School,5.0,0
52.0,90355.68,Master,24.0,1
47.0,95802.58,PhD,2.0,1
27.0,79724.39,Master,6.0,1
55.0,68402.24,High School,31.0,1
,37489.23,High School,6.0,0
,27248.26,High School,0.0,0
46.0,61773.18,High School,10.0,0
56.0,51120.12,Bachelor,1.0,0
51.0,45529.19,Bachelor,4.0,0
60.0,69088.86,Bachelor,21.0,1
62.0,58627.93,Bachelor,12.0,0
40.0,42093.06,High School,15.0,0
22.0,46670.28,Bachelor,2.0,0
47.0,53219.98,Bachelor,5.0,0
23.0,38526.24,Bachelor,0.0,0
63.0,77973.43,High School,34.0,1
61.0,54128.5,Bachelor,12.0,0
21.0,26993.05,High School,1.0,0
46.0,31811.8,High School,6.0,0
40.0,58680.19,Master,4.0,1
23.0,70461.78,Master,1.0,1
49.0,75226.47,High School,28.0,1
,33493.35,High School,7.0,0
35.0,61220.89,Bachelor,7.0,1
32.0,28081.06,High School,5.0,0
57.0,48728.28,Bachelor,6.0,0
49.0,44331.36,High School,18.0,0
26.0,58582.82,High School,6.0,0
54.0,96084.71,Master,22.0,1
27.0,55196.66,Master,3.0,1
37.0,34919.09,High School,9.0,0
23.0,47681.2,,5.0,0
65.0,80641.52,High School,44.0,1
20.0,23708.33,High School,1.0,0
59.0,128184.45,PhD,,0
28.0,59980.26,Bachelor,6.0,0
60.0,50424.9,Bachelor,4.0,0
34.0,62477.87,Master,2.0,1
49.0,79827.54,Master,21.0,1
21.0,60001.01,Master,3.0,0
21.0,30905.68,High School,1.0,0
34.0,31693.72,High School,1.0,0
58.0,76878.12,Bachelor,28.0,1
36.0,63684.09,Bachelor,10.0,1
22.0,78332.42,PhD,1.0,1
49.0,85358.65,Bachelor,27.0,1
39.0,88421.26,PhD,12.0,1
23.0,30177.37,High School,1.0,0
52.0,,Master,27.0,1
39.0,,Bachelor,3.0,0
18.0,108823.44,PhD,0.0,1
37.0,47412.21,High School,19.0,0
39.0,57190.75,Bachelor,15.0,1
65.0,90058.94,Master,19.0,1
28.0,53719.87,Bachelor,5.0,0
30.0,58726.28,Bachelor,8.0,0
59.0,106593.38,PhD,27.0,1
20.0,38702.28,Bachelor,0.0,0
26.0,,Bachelor,6.0,0
29.0,37956.49,High School,1.0,0
40.0,70750.07,Master,13.0,1
31.0,56743.03,Bachelor,5.0,0
50.0,68123.83,Bachelor,23.0,1
35.0,34601.06,High School,7.0,0
58.0,58407.19,Bachelor,14.0,0
26.0,27169.57,High School,2.0,1
40.0,38663.39,High School,8.0,0
27.0,57850.74,,5.0,0
36.0,47387.24,High School,13.0,0
64.0,,High School,28.0,0
22.0,46470.14,Bachelor,1.0,0
64.0,30730.92,High School,8.0,0
40.0,90058.4,Bachelor,16.0,0
47.0,53326.25,High School,12.0,0
42.0,64869.08,Bachelor,16.0,1
45.0,59884.03,Bachelor,18.0,1
51.0,48652.38,Bachelor,0.0,0
62.0,28532.99,High School,0.0,0
65.0,73069.0,High School,36.0,0
64.0,83399.2,High School,39.0,1
42.0,,Bachelor,17.0,1
27.0,75119.79,Master,3.0,1
31.0,31993.93,High School,5.0,0
59.0,21967.56,High School,0.0,0
63.0,70250.39,High School,35.0,1
47.0,69945.46,Bachelor,24.0,1
58.0,56970.28,,8.0,0
42.0,64382.72,Bachelor,21.0,1
31.0,64399.52,Master,,1
52.0,80124.41,Bachelor,27.0,1
65.0,57050.14,,25.0,1
51.0,48293.42,High School,9.0,0
27.0,47657.52,Bachelor,7.0,0
52.0,40468.6,Bachelor,2.0,0
28.0,49978.15,Bachelor,1.0,0
28.0,43614.73,Bachelor,5.0,0
38.0,,Bachelor,4.0,0
38.0,53018.11,,0.0,1
39.0,65428.25,Bachelor,10.0,1
62.0,68474.26,Master,11.0,1
24.0,27479.42,High School,1.0,0
34.0,51902.04,Bachelor,2.0,0
19.0,,Master,0.0,0
29.0,60552.33,Bachelor,9.0,1
59.0,79350.22,Master,13.0,1
35.0,53180.96,Bachelor,11.0,1
28.0,32898.48,High School,3.0,0
33.0,48389.28,,9.0,0
35.0,44575.27,High School,15.0,0
52.0,75114.47,,7.0,1
43.0,86707.75,Master,16.0,1
33.0,26283.84,High School,0.0,0
23.0,,High School,3.0,0
61.0,47779.95,Bachelor,6.0,0
,70832.92,Bachelor,14.0,0
64.0,70398.96,High School,40.0,1
64.0,,Bachelor,35.0,1
65.0,52337.62,Bachelor,7.0,1
59.0,40097.02,High School,9.0,0
29.0,74838.2,Master,6.0,1
30.0,61561.04,Master,1.0,1
21.0,60439.23,Master,1.0,0
56.0,97785.73,Master,36.0,1
19.0,39107.55,High School,,0
43.0,41822.36,High School,12.0,0
44.0,53646.71,,24.0,1
44.0,,Master,18.0,1
32.0,,Master,10.0,1
25.0,40872.89,Bachelor,3.0,0
24.0,54849.55,Master,,0
64.0,38644.31,Bachelor,1.0,0
63.0,86534.9,Bachelor,21.0,1
57.0,73959.63,Bachelor,14.0,1
29.0,28753.65,High School,4.0,0
30.0,37750.98,High School,6.0,0
,91093.39,Bachelor,35.0,1
34.0,51402.35,Bachelor,4.0,0
34.0,56004.53,Bachelor,15.0,1
53.0,56279.12,Bachelor,14.0,1
38.0,,High School,15.0,0
25.0,37367.76,Bachelor,0.0,0
22.0,56843.54,Bachelor,3.0,0
43.0,43923.17,Bachelor,5.0,0
33.0,60818.6,Master,1.0,1
53.0,91375.3,Bachelor,34.0,0
45.0,,Bachelor,24.0,1
46.0,92261.25,Master,21.0,1
64.0,90651.21,Master,30.0,1
29.0,67135.2,Master,10.0,1
54.0,74302.0,High School,36.0,1
47.0,34954.69,High School,1.0,0
40.0,59709.09,,22.0,1
33.0,52449.56,High School,15.0,0
31.0,68160.77,Master,5.0,1
27.0,46833.22,Bachelor,1.0,0
24.0,30997.34,High School,5.0,0
62.0,45259.07,High School,12.0,0
54.0,72029.68,High School,23.0,1
46.0,56158.8,,12.0,1
20.0,41253.32,Bachelor,,0
32.0,66554.2,Master,3.0,1
53.0,73320.5,Master,17.0,1
64.0,67936.01,High School,32.0,0
63.0,97124.96,Bachelor,37.0,1
,41597.63,High School,10.0,0
30.0,50554.49,Bachelor,5.0,0
59.0,70216.1,Master,16.0,1
38.0,45486.78,Bachelor,3.0,0
54.0,54283.76,Bachelor,13.0,0
44.0,53314.88,Bachelor,13.0,1
46.0,50675.3,High School,19.0,0
,42134.09,High School,7.0,0
42.0,67629.15,Bachelor,21.0,1
23.0,52092.31,Bachelor,1.0,0
53.0,37166.42,High School,,0
19.0,41450.25,Bachelor,1.0,0
39.0,78657.46,Master,19.0,1
49.0,68800.28,Bachelor,27.0,1
33.0,73464.42,,7.0,1
35.0,41342.59,,2.0,0
22.0,46008.26,Bachelor,1.0,0
53.0,90104.27,Master,27.0,1
47.0,105366.65,PhD,14.0,1
62.0,87812.51,Bachelor,35.0,1
36.0,,Bachelor,0.0,0
40.0,65196.54,High School,21.0,1
,61008.65,High School,26.0,1
30.0,53693.71,Bachelor,12.0,1
60.0,79274.6,,14.0,1
46.0,48396.44,Bachelor,9.0,1
53.0,46565.75,High School,19.0,0
39.0,51289.69,High School,21.0,1
64.0,47660.31,Bachelor,8.0,0
53.0,63853.93,High School,31.0,1
26.0,20580.08,,0.0,0
56.0,66227.27,Bachelor,18.0,1
36.0,40385.48,High School,7.0,0
55.0,71642.49,Bachelor,26.0,1
23.0,54187.42,Master,2.0,0
64.0,,High School,36.0,1
32.0,49741.86,Bachelor,1.0,0
37.0,54174.57,Bachelor,14.0,1
26.0,78615.49,Bachelor,0.0,1
49.0,76059.94,Bachelor,26.0,1
21.0,50193.98,Bachelor,1.0,0
35.0,88067.75,Master,1.0,1
22.0,61434.71,Master,0.0,0
37.0,40369.51,Bachelor,1.0,0
40.0,45368.84,High School,17.0,0
28.0,41915.84,High School,4.0,0
54.0,,High School,19.0,0
39.0,58327.74,Bachelor,5.0,1
21.0,,High School,1.0,0
46.0,61102.97,Bachelor,12.0,1
61.0,106324.95,Master,35.0,1
51.0,44420.35,High School,11.0,0
30.0,62992.97,Master,8.0,1
59.0,75986.97,,30.0,1
26.0,36947.73,,1.0,0
59.0,90316.83,Bachelor,15.0,1
48.0,52814.4,Bachelor,,0
24.0,63601.04,Bachelor,3.0,0
21.0,24589.57,High School,2.0,0
36.0,53595.9,Bachelor,,0
59.0,105562.64,Master,34.0,1
47.0,60123.26,Bachelor,12.0,1
48.0,46232.41,,17.0,0
52.0,83044.68,Bachelor,30.0,1
38.0,74117.93,Bachelor,,1
48.0,71516.85,Bachelor,23.0,1
36.0,46957.48,Bachelor,6.0,0
48.0,86274.53,Bachelor,24.0,1
49.0,65372.77,,7.0,1
19.0,46002.31,Bachelor,0.0,0
27.0,37358.63,Bachelor,1.0,0
19.0,25601.62,High School,1.0,0
19.0,70069.02,Master,1.0,0
41.0,95480.75,Master,23.0,1
34.0,45157.17,High School,11.0,1
49.0,59190.1,Bachelor,19.0,1
33.0,42953.12,High School,15.0,0
33.0,89098.39,Master,8.0,1
63.0,83683.4,Bachelor,33.0,1
56.0,51468.81,High School,13.0,0
48.0,58411.94,Master,3.0,1
60.0,62394.72,High School,28.0,0
41.0,71665.74,Master,14.0,1
18.0,41458.76,Bachelor,0.0,0
28.0,39177.71,Bachelor,0.0,0
38.0,49041.2,High School,18.0,0
21.0,28934.16,High School,1.0,0
24.0,49550.02,Bachelor,,0
43.0,55934.14,Bachelor,16.0,1
64.0,39629.85,High School,14.0,0
29.0,,High School,4.0,0
48.0,55575.0,High School,27.0,1
34.0,,Bachelor,3.0,0
,83572.27,Bachelor,20.0,1
28.0,,High School,7.0,0
45.0,43666.18,Bachelor,1.0,0
49.0,46218.82,High School,18.0,0
18.0,75861.8,Master,0.0,0
64.0,95541.27,,36.0,1
45.0,82183.78,Bachelor,,1
59.0,80540.86,Master,3.0,1
24.0,63736.82,Master,,1
19.0,61488.24,Master,0.0,0
59.0,84185.83,Bachelor,31.0,1
41.0,63807.6,Bachelor,12.0,1
21.0,34062.78,High School,3.0,0
61.0,59518.53,Bachelor,11.0,0
36.0,49096.61,Bachelor,8.0,0
43.0,48924.9,High School,23.0,1
28.0,42426.7,High School,5.0,0
57.0,37946.27,Bachelor,0.0,0
60.0,,High School,31.0,1
28.0,47629.73,Bachelor,4.0,0
62.0,85042.46,Master,3.0,1
20.0,46235.93,Bachelor,0.0,0
29.0,49526.8,Bachelor,7.0,0
20.0,51087.05,Bachelor,2.0,0
59.0,89167.9,Bachelor,21.0,1
44.0,42593.63,High School,11.0,0
19.0,60248.57,Master,1.0,0
33.0,44067.25,High School,13.0,0
19.0,27232.34,High School,1.0,0
47.0,92932.66,Master,27.0,1
37.0,35314.69,High School,3.0,0
55.0,73278.61,Bachelor,6.0,1
45.0,45332.89,,16.0,0
42.0,45418.64,High School,0.0,0
49.0,47838.77,High School,13.0,0
27.0,39779.43,High School,5.0,0
59.0,70416.92,Bachelor,25.0,1
57.0,,Master,26.0,1
50.0,59799.71,Bachelor,15.0,1
30.0,71947.82,Master,6.0,1
58.0,61054.57,,31.0,1
59.0,67466.5,Bachelor,24.0,1
64.0,56994.05,,30.0,0
54.0,66828.77,,15.0,1
33.0,45084.96,Bachelor,6.0,0
62.0,,Bachelor,40.0,1
39.0,68045.99,Master,13.0,1
37.0,51109.44,Bachelor,6.0,0
60.0,56701.52,Bachelor,11.0,0
44.0,58045.53,Master,2.0,1
58.0,62972.71,High School,26.0,0
33.0,55965.39,Bachelor,13.0,1
51.0,72752.51,Bachelor,18.0,1
49.0,65875.73,Bachelor,10.0,1
43.0,44458.22,High School,4.0,0
42.0,70232.52,Bachelor,22.0,1
,48356.77,Bachelor,0.0,0
29.0,57008.6,Bachelor,11.0,1
57.0,39462.87,High School,6.0,0
26.0,,Master,0.0,1
29.0,,Master,7.0,1
43.0,,Bachelor,16.0,1
26.0,40011.69,Bachelor,3.0,0
27.0,61398.91,Master,1.0,1
,34947.04,High School,4.0,0
51.0,31219.41,High School,5.0,0
65.0,70886.95,Bachelor,19.0,0
37.0,74068.89,Master,13.0,0
56.0,59365.25,High School,28.0,0
19.0,75997.94,PhD,1.0,1
18.0,60057.7,Bachelor,0.0,0
53.0,80500.79,Bachelor,6.0,1
41.0,39423.22,High School,10.0,0
,49606.65,High School,19.0,0
19.0,59610.56,,1.0,0
48.0,70587.87,PhD,3.0,1
31.0,49926.2,Bachelor,6.0,0
19.0,66358.58,PhD,,1
46.0,71185.17,Master,14.0,1
32.0,,Bachelor,3.0,0
29.0,44828.21,Bachelor,5.0,0
54.0,79334.98,Bachelor,28.0,0
45.0,70660.73,Bachelor,24.0,1
37.0,30082.19,High School,4.0,0
56.0,67333.37,Bachelor,13.0,1
41.0,,High School,17.0,0
38.0,64286.89,Master,2.0,1
27.0,58008.66,Master,1.0,1
63.0,63954.66,High School,24.0,1
31.0,44133.27,Bachelor,5.0,0
54.0,72438.31,Bachelor,15.0,1
35.0,,Bachelor,13.0,1
41.0,38831.01,,15.0,0
31.0,52682.54,Bachelor,10.0,0
51.0,53152.2,High School,22.0,0
29.0,33764.17,High School,6.0,0
39.0,28648.2,High School,4.0,0
23.0,48462.41,High School,2.0,0
53.0,91720.26,Master,28.0,1
62.0,89500.76,PhD,4.0,1
53.0,38913.03,Bachelor,2.0,0
39.0,45023.83,Bachelor,5.0,0
31.0,30348.22,High School,6.0,0
33.0,51807.71,Bachelor,,1
53.0,31204.7,High School,1.0,0
42.0,60924.65,Bachelor,17.0,1
49.0,87200.01,Master,29.0,1
50.0,29162.44,High School,4.0,0
62.0,75516.44,Master,10.0,1
53.0,42177.89,High School,0.0,1
,51484.86,Bachelor,9.0,1
35.0,34420.78,High School,8.0,0
55.0,70997.21,Bachelor,25.0,1
20.0,24590.84,High School,0.0,0
40.0,60267.23,Bachelor,17.0,1
49.0,71884.52,Bachelor,,1
62.0,50194.93,Bachelor,1.0,0
33.0,50560.92,Bachelor,0.0,0
22.0,53785.65,Master,0.0,0
21.0,48416.27,,0.0,0
38.0,27082.33,High School,0.0,0
57.0,,High School,21.0,0
31.0,97321.43,Master,11.0,1
56.0,92071.58,Bachelor,38.0,1
48.0,61855.03,,3.0,1
31.0,42776.46,High School,,0
23.0,39991.57,Bachelor,3.0,0
29.0,,High School,3.0,0
33.0,74185.22,Master,9.0,1
,73331.27,Master,14.0,1
62.0,67616.93,High School,30.0,0
40.0,52603.98,Bachelor,0.0,0
31.0,27323.17,High School,5.0,0
24.0,51969.23,Bachelor,5.0,0
63.0,,Master,25.0,1
49.0,65049.63,Bachelor,13.0,1
32.0,65485.27,Bachelor,9.0,1
61.0,35303.98,High School,6.0,0
34.0,70515.36,Master,11.0,1
58.0,74058.18,Bachelor,23.0,1
,70872.82,Bachelor,18.0,0
61.0,59444.61,High School,8.0,0
51.0,67311.21,Bachelor,3.0,1
22.0,88099.58,PhD,4.0,1
62.0,,Bachelor,41.0,1
44.0,58592.14,,13.0,1
40.0,47232.49,Bachelor,5.0,0
57.0,,Master,27.0,1
31.0,55478.71,Bachelor,13.0,1
,46672.13,High School,11.0,0
60.0,86582.39,Bachelor,39.0,0
50.0,77875.24,Bachelor,28.0,1
48.0,57928.25,Bachelor,9.0,1
52.0,69505.71,Master,,1
34.0,72817.52,Bachelor,4.0,1
45.0,33956.19,High School,4.0,0
36.0,88642.32,PhD,8.0,1
63.0,,Bachelor,27.0,1
40.0,47940.45,Bachelor,8.0,1
49.0,57130.24,Bachelor,14.0,1
57.0,52258.6,Bachelor,8.0,0
30.0,46496.72,High School,12.0,0
37.0,94672.68,Master,13.0,1
,98178.14,Master,33.0,1
,45629.88,Bachelor,4.0,0
26.0,40795.81,Bachelor,0.0,0
46.0,41676.11,High School,9.0,0
23.0,36673.88,High School,5.0,0
42.0,65478.4,Bachelor,17.0,1
48.0,42954.04,Bachelor,0.0,0
39.0,,PhD,21.0,1
19.0,52391.8,,1.0,0
62.0,80732.68,Bachelor,27.0,1
22.0,44844.21,Bachelor,3.0,0
44.0,46108.0,High School,12.0,0
42.0,96082.04,PhD,15.0,1
25.0,45514.53,,4.0,0
18.0,56180.87,High School,0.0,0
37.0,49622.25,Bachelor,,1
61.0,90591.1,Master,16.0,1
40.0,69894.68,Master,10.0,1
49.0,74097.82,High School,31.0,1
28.0,56591.85,,4.0,1
56.0,49440.67,High School,14.0,0
64.0,32004.38,High School,3.0,0
41.0,70672.98,Master,6.0,1
28.0,74225.26,Master,9.0,1
46.0,77439.7,Bachelor,22.0,1
43.0,83703.27,,23.0,1
33.0,78668.84,Master,3.0,1
52.0,57128.31,Master,,1
37.0,56367.33,Master,4.0,1
63.0,,Bachelor,42.0,1
20.0,77673.36,PhD,2.0,1
18.0,71306.69,PhD,0.0,1
64.0,80255.14,High School,36.0,1
18.0,73553.73,Master,0.0,0
34.0,58770.14,Bachelor,7.0,1
19.0,37642.25,Bachelor,0.0,1
46.0,64968.79,Bachelor,7.0,1
37.0,39897.89,,12.0,0
23.0,40772.14,Bachelor,4.0,0
25.0,56809.99,Master,3.0,1
46.0,68046.55,High School,26.0,1
65.0,69064.98,,17.0,0
50.0,86436.12,Master,23.0,1
,41752.8,Bachelor,0.0,0
52.0,39087.41,Bachelor,1.0,0
22.0,40993.58,Bachelor,0.0,0
44.0,43242.13,Bachelor,5.0,0
61.0,89399.58,Bachelor,34.0,1
29.0,66604.02,Master,0.0,1
37.0,63510.11,Bachelor,12.0,1
62.0,112011.96,Master,37.0,1
37.0,53322.49,Bachelor,7.0,1
26.0,61659.36,Bachelor,,0
56.0,,Bachelor,5.0,0
21.0,46767.98,Bachelor,3.0,0
36.0,66842.43,Bachelor,15.0,1
55.0,69779.69,High School,37.0,1
44.0,46931.76,High School,16.0,0
,51889.01,High School,20.0,0
60.0,69945.61,High School,34.0,1
30.0,46291.71,Bachelor,6.0,0
30.0,41133.12,High School,11.0,0
39.0,72567.14,Master,5.0,1
45.0,46817.15,High School,20.0,0
64.0,46494.81,Bachelor,6.0,0
62.0,93939.93,Bachelor,42.0,1
39.0,43226.54,High School,8.0,0
60.0,70833.82,Master,15.0,1
36.0,30054.11,High School,4.0,0
25.0,66947.53,Bachelor,6.0,0
25.0,64146.12,Master,4.0,1
59.0,51610.39,Bachelor,3.0,0
43.0,42517.66,High School,4.0,1
65.0,,Bachelor,6.0,0
43.0,40329.62,Bachelor,2.0,0
40.0,75844.87,PhD,3.0,1
60.0,80399.89,Master,14.0,1
30.0,62809.4,Bachelor,11.0,1
45.0,71720.18,PhD,1.0,0
26.0,33448.27,High School,7.0,0
,,High School,4.0,0
36.0,71918.16,Master,6.0,1
65.0,51085.33,High School,21.0,1
56.0,57287.66,High School,30.0,0
29.0,,High School,7.0,0
,57997.97,Bachelor,8.0,1
48.0,62748.03,,9.0,1
31.0,52365.76,,10.0,0
28.0,28457.05,High School,0.0,0
43.0,59924.95,Bachelor,14.0,1
59.0,104099.47,Master,39.0,1
,78866.37,Master,18.0,1
28.0,53149.1,Bachelor,5.0,0
55.0,125491.11,,36.0,1
51.0,49644.64,Bachelor,6.0,0
60.0,69197.98,High School,38.0,1
36.0,41018.76,High School,8.0,0
23.0,54953.45,High School,5.0,0
63.0,91740.14,Bachelor,38.0,1
55.0,46579.28,High School,14.0,0
59.0,,Bachelor,1.0,0
45.0,,High School,27.0,1
,57873.76,Master,0.0,0
52.0,54602.66,Bachelor,7.0,0
57.0,77349.21,Master,5.0,1
25.0,63080.3,Master,3.0,1
64.0,53071.95,High School,,0
24.0,43753.52,Bachelor,4.0,0
28.0,37242.17,High School,6.0,0
56.0,79208.78,Master,16.0,1
21.0,50645.01,Bachelor,1.0,0
42.0,38859.5,High School,12.0,1
29.0,,High School,3.0,0
43.0,69759.16,,19.0,1
55.0,83144.54,Master,24.0,1
63.0,,Bachelor,21.0,1
29.0,56546.66,Master,3.0,1
60.0,68534.26,Bachelor,16.0,1
54.0,50786.43,High School,10.0,0
63.0,120522.94,PhD,24.0,1
41.0,33056.06,High School,4.0,0
33.0,65147.85,Master,4.0,1
,,Bachelor,9.0,0
42.0,,High School,15.0,0
21.0,43410.06,Bachelor,3.0,0
28.0,80461.73,PhD,7.0,1
